Registry,ID,Name,Type,Location,SDGs,Project Start Date,Credits Issued,Credits Retired,Project Website
MRK,MRK104000000026206,Talla & Gameshope phase 1,No thinning or clearfell,Scotland,[],,18451,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026206
MRK,MRK104000000027226,Cathpair,Mixed mainly thin and clearfell,Scotland,[],,3863,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027226
MRK,MRK103000000004415,Ken View,No thinning or clearfell,Scotland,[],,5824,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000004415
MRK,MRK103000000004430,Yoxall,No thinning or clearfell,England,[],,6943,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000004430
MRK,MRK103000000004416,Milton of Mathers,No thinning or clearfell,Scotland,[],,3827,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000004416
MRK,MRK103000000004435,Broadgairhill,No thinning or clearfell,Scotland,[],,58439,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000004435
MRK,MRK103000000004434,Long Wood,No thinning or clearfell,England,[],,16299,155,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000004434
MRK,MRK103000000004412,Mid Hill,Continuous cover system,Scotland,[],,126,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000004412
MRK,MRK103000000004411,Floors,Thin only,Scotland,[],,1868,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000004411
MRK,MRK104000000027990,Trochry Hill,Mixed mainly clearfell,Scotland,[],,49629,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027990
MRK,MRK104000000027898,Smithton Hill,Mixed mainly thin and clearfell,Scotland,[],,7667,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027898
MRK,MRK103000000004381,Lawel Hill,Thin and clearfell,Scotland,[],,16935,77,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000004381
MRK,MRK103000000004414,Higham Estate,No thinning or clearfell,England,[],,11137,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000004414
MRK,MRK104000000028515,Riskinhope,Mixed mainly thin and clearfell,Scotland,[],,33141,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028515
MRK,MRK103000000004392,Haywood,Thin only,England,[],,22113,162,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000004392
MRK,MRK104000000027314,Broughton Hall,Thin only,England,[],,30514,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027314
MRK,MRK103000000004420,Barr Farm,No thinning or clearfell,Scotland,[],,785,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000004420
MRK,MRK104000000027807,"Duich Moss, Laggan Estate",Peatland Restoration,Scotland,[],,60656,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027807
MRK,MRK104000000027352,Cùl Mòr,Peatland Restoration,Scotland,[],,2974,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027352
MRK,MRK104000000026987,Dryhope,Peatland Restoration,Scotland,[],,4238,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026987
MRK,MRK104000000016096,Damhead,Mixed mainly continuous cover system,Scotland,[],,55243,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000016096
MRK,MRK104000000026366,Broadmeadows,Mixed mainly thin and clearfell,Scotland,[],,79405,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026366
MRK,MRK103000000017211,2021 FLS Woodland Carbon Projects (Tillygownie),Mixed mainly clearfell,Scotland,[],,116522,0,https://mer.markit.com/br-reg/public/master-project.jsp?project_id=103000000017211
MRK,MRK103000000000847,Craigengillan Woods Phase 1 (Dalcairnie Farm),No thinning or clearfell,Scotland,[],,35254,512,https://mer.markit.com/br-reg/public/master-project.jsp?project_id=103000000000847
MRK,MRK103000000000848,Craigengillan Woods Phase 2 (Shangaan Wood),No thinning or clearfell,Scotland,[],,41620,0,https://mer.markit.com/br-reg/public/master-project.jsp?project_id=103000000000848
MRK,MRK104000000028058,Quinlochmuir Phase 2,Mixed mainly clearfell,Scotland,[],,25148,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028058
MRK,MRK104000000027501,Cuthbert Farms,Mixed mainly clearfell,Scotland,[],,12202,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027501
MRK,MRK104000000026527,Quinlochmuir,Mixed mainly clearfell,Scotland,[],,2139,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026527
MRK,MRK104000000012135,Baads Mill,Mixed mainly clearfell,Scotland,[],,401,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000012135
MRK,MRK104000000027211,Barholm Phase 1 & 2,Mixed mainly clearfell,Scotland,[],,17488,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027211
MRK,MRK104000000026474,Dykefoot Farm South,Mixed mainly clearfell,Scotland,[],,4292,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026474
MRK,MRK104000000028024,Craigengillan peatland restoration,Peatland Restoration,Scotland,[],,705,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028024
MRK,MRK104000000026929,Bamff Woodland Creation,No thinning or clearfell,Scotland,[],,107333,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026929
MRK,MRK104000000026628,Plantly Moss,Mixed mainly clearfell,Scotland,[],,11146,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026628
MRK,MRK104000000026949,Sparrowletch Extension,Mixed mainly thinning,England,[],,1677,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026949
MRK,MRK104000000027178,Baddoch Hill Woodland Creation,No thinning or clearfell,Scotland,[],,77892,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027178
